곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey), 방탄소년단, PDOGG & RM & Melanie Fontana & Michel 'Lindgren' Schulz & 'Hitman' Bang & SUGA & Emily Weisband & j-hope & Halsey, , PDOGG & RM & Melanie Fontana & Michel 'Lindgren' Schulz & 'Hitman' Bang & SUGA & Emily Weisband & j-hope & Halsey, 164075145, 107069, 2019.04.12, BIGHIT MUSIC, YG PLUS, 가요 / 랩/힙합, 03:50
12 : 45 (Stripped), etham, , , , 51924758, 50209, 2018.10.26, Closer Recordings Limited, Universal Music, POP / 팝, 02:59
너의 번호를 누르고 (Prod. by 영화처럼), #안녕, 리트너 & 두번째 별, 리트너, 임정규 & 리트너 & 두번째 별, 41750517, 34069, 2019.11.30, 니즈먼트, 워너뮤직, 가요 / 인디, 04:10
첫눈처럼 너에게 가겠다, 에일리 (Ailee), 로코베리, 이미나, 로코베리, 125278069, 85732, 2017.01.07, Stone Music Entertainment &  화앤담픽쳐스, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 03:50
METEOR, 창모 (CHANGMO), 창모 (CHANGMO), 창모 (CHANGMO), 창모 (CHANGMO), 113679852, 66953, 2019.11.29, Ambition Musik, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:17
Light Switch, Charlie Puth, , , , 7693573, 11516, 2022.10.07, Atlantic Records, 워너뮤직, POP / 팝, 03:06
Permission to Dance, 방탄소년단, Ed Sheeran & Steve Mac & Johnny McDaid & Jenna Andrews, Ed Sheeran & Steve Mac & Johnny McDaid & Jenna Andrews, , 54440120, 43953, 2021.07.09, BIGHIT MUSIC, YG PLUS, 가요 / 댄스, 03:08
사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네, 잔나비, , , , 32816547, 35624, 2014.08.28, 페포니 뮤직, 카카오엔터테인먼트, 가요 / 인디, 03:22
SMILEY (Feat. BIBI), YENA (최예나), 트웰브 (twlv) & 비비 (BIBI) & YENA (최예나) & 72, , Olof Lindskog & Hayley Aitken & 트웰브 (twlv) & 72, 15962386, 19029, 2022.01.17, 위에화엔터테인먼트코리아, 지니뮤직 &  Stone Music Entertainment, 가요 / 댄스, 02:53
Way Back Home, 숀 (SHAUN), 숀 (SHAUN), 이지혜 (makeumine works) & 제이큐 (JQ), 숀 (SHAUN), 132994560, 87647, 2018.06.27, 디씨톰엔터테인먼트, 워너뮤직, 가요 / 일렉트로니카, 03:34
롤린 (Rollin'), 브레이브걸스 (Brave girls), , , , 85829647, 68805, 2017.03.07, 브레이브엔터테인먼트 (BRAVE ENTERTAINMENT), 3.14, 가요 / 댄스, 03:18
희재, 성시경, , 양재선, , 28680708, 25970, 2003.02.12, 씨에스해피엔터테인먼트, (주)씨에스해피엔터테인먼트, OST / 한국영화, 04:42
Rainy day (Feat. ASH ISLAND & Skinny Brown), PATEKO (파테코), ASH ISLAND & skinny brown, , PATEKO (파테코) & ASH ISLAND & skinny brown, 23238118, 28014, 2020.07.19, tokkinny records, YG PLUS, 가요 / 랩/힙합, 03:38
늦은 밤 너의 집 앞 골목길에서, 노을, 빅가이로빈 (bigguyrobin), 미후왕, 최상언 & 김홍준 & 빅가이로빈 (bigguyrobin), 99649850, 54129, 2019.11.07, 씨제스 엔터테인먼트 (C-JeS Entertainment), 카카오엔터테인먼트, 가요 / 발라드, 03:36
있잖아, 폴킴, 1601, 서지음, 1601, 37906668, 35119, 2017.07.21, 스페이스오디티, 3.14, OST / 드라마, 03:28
그 하루 (Feat. 반하나), 주호, 주호 & B.O.K, , 주호 & B.O.K, 6476387, 5654, 2022.06.08, IN A MILLION, 워너뮤직, 가요 / 발라드, 03:35
이러면 안 될 거 아는데 너 앞에만 서면 나락 (Feat. 10CM), 딘딘 (DINDIN), 딘딘 (DINDIN) & COUP D'ETAT, , 딘딘 (DINDIN) & COUP D'ETAT, 5986324, 12218, 2021.10.14, 디앤디코퍼레이션, 지니뮤직 &  Stone Music Entertainment, 가요 / 인디, 03:31
Timeless, SG워너비, 박근태, 강은경, 조영수, 49408396, 35748, 2004.01.19, Stone Music Entertainment, 지니뮤직, 가요 / R&B/소울, 03:58
A bientot, 임영웅, gong (공), gong (공), gong (공), 29463014, 14667, 2022.05.02, 물고기뮤직, Dreamus, 가요 / 랩/힙합, 04:16
비와 당신, 이무진, 방준석, 방준석, 제인스 (Jayins) & Naiv, 35058482, 30413, 2021.06.18, 스튜디오 마음C &  에그이즈커밍 &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 04:22
그래서 그대는, 이영현, 이근상, 박준배 & 이미아, 박동일 & 최가람, 1463159, 2204, 2022.10.10, 방구석 캐스팅, 카카오엔터테인먼트, 가요 / 발라드, 04:59
parachute, John K, , , , 25722140, 30364, 2020.11.13, Epic, Sony Music, POP / 팝, 02:37
낙하 (With 아이유), AKMU (악뮤), 이찬혁, , 이찬혁 & MILLENNIUM, 40650525, 36757, 2021.07.26, YG Entertainment, YG PLUS, 가요 / 락, 03:33
Memories, Maroon 5, , , , 66438262, 52896, 2019.09.20, Interscope Records (222 Records), Universal Music, POP / 팝, 03:10
Lovesick Girls, BLACKPINK, TEDDY & 24 & 제니 (JENNIE) & Brian Lee & Leah Haywood & R.Tee & David Guetta, TEDDY & Loren & 지수 (JISOO) & 제니 (JENNIE) & Danny Chung, 24 & R.Tee, 61506407, 44567, 2020.10.02, (주)YG엔터테인먼트, YG PLUS, 가요 / 댄스, 03:13
I Ain't Worried, OneRepublic, , , , 4624741, 9018, 2022.05.13, Mosley Music &  Interscope Records, Universal Music, POP / 팝, 02:29
밝게 빛나는 별이 되어 비춰줄게, 송이한, 송이한, 송이한, 노이, 43880545, 34389, 2020.12.29, ㈜뮤직디자인, 카카오엔터테인먼트, 가요 / 인디, 03:42
추억은 만남보다 이별에 남아, 정동하, 문성욱 & 방민규, 문성욱, 문성욱 & 정혜원, 27389270, 23850, 2021.01.31, 뮤직원 컴퍼니, 카카오엔터테인먼트, 가요 / 발라드, 04:25
만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. by TOIL), 베이식 (Basick), 베이식 (Basick) & 릴러말즈 (Leellamarz), , TOIL & Kleine & 릴러말즈 (Leellamarz) & JAEHA (재하), 26117483, 23918, 2021.11.20, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 03:51
잠수이별 (Prod. by 코드 쿤스트), 우원재 (Woo) & meenoi (미노이), 우원재 (Woo) & meenoi (미노이) & 코드 쿤스트 (CODE KUNST), 우원재 (Woo) & meenoi (미노이), 코드 쿤스트 (CODE KUNST), 4167826, 5829, 2022.08.18, AOMG &  에잇볼타운, 지니뮤직 &  Stone Music Entertainment, 가요 / R&B/소울, 03:41
ZOOM, 제시, 싸이 (Psy) & 유건형 & bayb, 제시 & 싸이 (Psy) & Bobblehead & 염따, 유건형 & bayb, 13159965, 10482, 2022.04.13, 피네이션 주식회사, 카카오엔터테인먼트, 가요 / 랩/힙합, 02:55
DICE, NMIXX, 아르마딜로 & 랑가 & Frankie Day (THE HUB) & Charlotte Wilson (THE HUB) & THE HUB 88 (THE HUB) & Jonkind, Dr.JO & 명혜인 (Jam Factory) & danke (lalala studio) & 차이린 (153/Joombas) & 백새임 (Jamfactory) & Zaya (153/Joombas) & 박지현 (153/Joombas), 아르마딜로 & 랑가, 2168704, 3775, 2022.09.19, (주)JYP엔터테인먼트, Dreamus, 가요 / 댄스, 02:46
봄날, 방탄소년단, 방시혁 & PDOGG & RM & SUGA & Peter Ibsen & Arlissa Ruppert & ADORA, ADORA & Arlissa Ruppert & Peter Ibsen & SUGA & RM & PDOGG & 방시혁, , 145265272, 137439, 2017.02.13, BIGHIT MUSIC, YG PLUS, 가요 / 댄스, 04:34
Shape Of You, Ed Sheeran, , , , 124897842, 86904, 2017.03.03, Atlantic Records UK, 워너뮤직, POP / 팝, 03:54
가을밤에 든 생각, 잔나비, 잔나비 최정훈 & 김도형, 잔나비 최정훈, 잔나비 최정훈 & 김도형, 23741120, 25647, 2020.11.06, 페포니 뮤직, 카카오엔터테인먼트, 가요 / 인디, 03:07
그날에 나는 맘이 편했을까, 이예준, 박강일, 박강일, 박강일, 32712205, 24462, 2020.12.03, 뮤니콘, 카카오엔터테인먼트, 가요 / 발라드, 03:40
미친 것처럼, V.O.S, 김창락 (AIMING) & 김수빈, 김창락 (AIMING) & 김수빈 & 김민재 & 윤경원 (ONCLASSA), 김수빈 & 조세희 & 권수현, 7189766, 6220, 2022.05.15, 말하는, 카카오엔터테인먼트, 가요 / 발라드, 04:00
손이 참 곱던 그대, 임영웅, 김현우 (딕펑스) & 포레스코 (Foresko) & 글로디 (Glody) & 명승원, 포레스코 (Foresko) & 김현우 (딕펑스) & 글로디 (Glody) & 명승원, 포레스코 (Foresko) & 김현우 (딕펑스) & 글로디 (Glody) & 명승원, 29021056, 13835, 2022.05.02, 물고기뮤직, Dreamus, 재즈 / 정통, 03:15
시작, 가호 (Gaho), 박성일, 서동성, 엉클샘, 75338215, 59349, 2020.02.01, ㈜블렌딩, 주식회사 블렌딩, OST / 드라마, 03:22
사랑이야, 케이시 (Kassy), 조영수, 조영수 & 한길 (Han Gil) & 케이시 (Kassy), 조영수 & 한길 (Han Gil), 4058700, 5005, 2022.07.22, 넥스타엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:02
Dun Dun Dance, 오마이걸 (OH MY GIRL), Ryan S. Jhun & Scott Russell Stoddart & Anna Timgren, 서지음 & Ryan S. Jhun & Scott Russell Stoddart & Anna Timgren, Ryan S. Jhun & Scott Russell Stoddart, 44475825, 36536, 2021.05.10, WM Entertainment, Sony Music, 가요 / 전체, 03:41
I LOVE U, WINNER, 강승윤 & DEE.P & 이찬혁 & AFTRSHOK & Rajan Muse & Noerio (THE HUB) & Brian U & 방예담, 강승윤 & MINO (송민호) & 이찬혁 & AiRPLAY & Kid Wine & 방예담, DEE.P & AFTRSHOK & Rajan Muse, 7583995, 11098, 2022.07.05, YG Entertainment, YG PLUS, 가요 / 댄스, 02:56
사랑해 진짜, 임영웅, Jisoo Park (153/Joombas), Jisoo Park (153/Joombas), Jisoo Park (153/Joombas), 28392939, 13965, 2022.05.02, 물고기뮤직, Dreamus, 가요 / 블루스/포크, 03:59
Peaches (Feat. Daniel Caesar & Giveon), Justin Bieber, , , , 58713208, 51234, 2021.03.19, Def Jam Recordings &  a division of UMG Recordings &  Inc, Universal Music, POP / 팝, 03:18
Dance Monkey, Tones And I, , , , 57540567, 49443, 2019.08.29, Elektra (NEK), 워너뮤직, POP / 락, 03:29
Clink Clink (클링 클링), WSG워너비 (오아시소), KENZIE & Phat Fabe & Gabriel Brandes & Karen Poole & Coach & Sendo, KENZIE, Coach & Sendo, 8379451, 7072, 2022.07.09, 문화방송, 카카오엔터테인먼트, 가요 / 댄스, 03:22
여행, 볼빨간사춘기, 안지영 & 바닐라맨 (바닐라 어쿠스틱), 안지영, 바닐라맨 (바닐라 어쿠스틱), 100077061, 65242, 2018.05.24, 쇼파르뮤직, NHN벅스, 가요 / 인디, 03:41
Monologue, 버즈 (Buzz), 박덕정, 이도연, 박덕정, 15697187, 13471, 2003.10.10, 예전미디어, NHN벅스, 가요 / 발라드, 04:24
사랑역, 임영웅, 박용진, 박정란, 박용진, 28262693, 13566, 2022.05.02, 물고기뮤직, Dreamus, 가요 / 트로트, 03:11
괴짜 (Freak), 지코 (ZICO), 지코 (ZICO) & Poptime & Ryo, 지코 (ZICO), 지코 (ZICO) & Poptime & Ryo, 3180290, 3639, 2022.07.27, KOZ 엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 02:50
Savage, aespa, Kirsten Collins & Alex Jia Lih Hiew & 유영진 & Tay Jasper & Hautboi Rich, 유영진, Alex Jia Lih Hiew & 유영진, 31007534, 23322, 2021.10.05, SM ENTERTAINMENT, Dreamus, 가요 / 댄스, 03:58
고백하는 취한밤에 (Prod. by 2soo), 임재현, 2soo, 2soo, 2soo, 6016175, 6092, 2022.06.11, 디원미디어 &  니즈뮤직, 지니뮤직 &  Stone Music Entertainment, 가요 / 인디, 04:07
마음을 드려요, 아이유 (IU), 남혜승 & 박진호, 남혜승 & 박진호, 남혜승 & 박진호, 62582775, 54828, 2020.02.15, EDAM엔터테인먼트, 카카오엔터테인먼트, OST / 드라마, 04:40
연애편지, 임영웅, 송봉주, 송봉주, 박용준, 27914341, 13501, 2022.05.02, 물고기뮤직, Dreamus, 가요 / 블루스/포크, 03:35
선물, 멜로망스 (MeloMance), 멜로망스 (MeloMance), 김민석 (멜로망스), 정동환 (멜로망스), 116202003, 77556, 2017.07.10, 민트페이퍼 &  광합성, 카카오엔터테인먼트, 가요 / 인디, 04:21
시간아 멈춰 (Feat. Leellamarz) (Prod. by TOIL), 다이나믹 듀오, 개코 & 최자 & 릴러말즈 (Leellamarz), , TOIL & 릴러말즈 (Leellamarz) & 개코, 899559, 2192, 2022.10.04, 아메바컬쳐, 지니뮤직 &  Stone Music Entertainment, 가요 / 랩/힙합, 03:30
사랑해요 그대를, 임영웅, 설운도, 설운도, 송기영, 27433574, 13579, 2022.05.02, 물고기뮤직, Dreamus, 가요 / 트로트, 03:32
보금자리, 임영웅, 박상철, 박진복, 이창우, 27696540, 13362, 2022.05.02, 물고기뮤직, Dreamus, 가요 / 트로트, 02:52
취기를 빌려 (취향저격 그녀 X 산들), 산들, 새봄 (Saevom), 새봄 (Saevom), 박민주, 69331161, 52861, 2020.07.20, TOON STUDIO, 카카오엔터테인먼트, 가요 / 인디, 03:48
인생찬가, 임영웅, 윤명선 & 해구, 윤명선, 해구 & 임미란, 27457765, 13681, 2022.05.02, 물고기뮤직, Dreamus, 가요 / 발라드, 03:53
뜨거운 여름밤은 가고 남은 건 볼품없지만, 잔나비, , , , 33901238, 36393, 2016.08.04, 페포니 뮤직, 카카오엔터테인먼트, 가요 / 발라드, 04:03
Savage Love (Laxed - Siren Beat) (BTS Remix), Jawsh 685 & Jason Derulo & 방탄소년단, , , , 61730220, 48428, 2020.10.02, Columbia, Sony Music, POP / 팝, 03:05
너에게 못했던 내 마지막 말은, 다비치, 한경수 & 최한솔, 이해리 (다비치) & 강민경 (다비치) & 한경수 & 최한솔, 최한솔 & 한경수, 70714563, 45051, 2019.05.17, WAKEONE, 지니뮤직, 가요 / 발라드, 04:28
Hey Mama (Feat. Nicki Minaj & Bebe Rexha & Afrojack), David Guetta, , , , 30401046, 26918, 2014.11.24, Parlophone France, 워너뮤직, POP / 일렉트로니카, 03:13
Paris In The Rain, Lauv, , , , 76508302, 68999, 2018.10.08, 뮤직테이블, NHN벅스, POP / 팝, 03:25
어떻게 지내 (Prod. by VAN.C), 오반, 오반 & VAN.C, 오반, VAN.C, 65715205, 47470, 2020.03.05, 로맨틱팩토리, 카카오엔터테인먼트, 가요 / 인디, 03:51
우리가 헤어져야 했던 이유, 비비 (BIBI), 남혜승 & 김경희, 남혜승 & 김경희, 남혜승 & 김경희, 12673739, 13878, 2021.12.13, 모스트콘텐츠, NHN벅스, OST / 드라마, 03:30
HOT, 세븐틴 (SEVENTEEN), WOOZI (SEVENTEEN) & BUMZU & Tim Tan & Dan August Rigo & Ploypaworawan Praison & SOFTSERVEBOY & Alex Keem, WOOZI (SEVENTEEN) & BUMZU & Dan August Rigo & Ploypaworawan Praison, , 12257875, 16824, 2022.05.27, 플레디스 엔터테인먼트, YG PLUS, 가요 / 랩/힙합, 03:18
사랑하게 될 줄 알았어, 전미도, 이상규, 이상규, 오동준, 52402948, 39761, 2020.05.22, 스튜디오 마음C &  에그이즈커밍 &  Stone Music Entertainment, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 04:22
눈이 오잖아 (Feat. 헤이즈), 이무진, 이무진 & 교교 (gyogyo), , 이무진 & 교교 (gyogyo), 20726242, 17996, 2021.12.03, 쇼플레이엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:52
TIMELESS, 경서예지 & 차가을, 박근태, 강은경, 박근태 & ahc & Nayah, 951859, 1390, 2022.10.09, NEW C.C.C., 카카오엔터테인먼트, 가요 / 발라드, 03:37
Because Of You, Ne-Yo, , , , 11182040, 12112, 2007.04.30, , Universal Music, POP / R&B/소울, 04:27
같은 베개…, 테이 (Tei), , , , 16116220, 13711, 2007.02.09, 두리스타, 지니뮤직, 가요 / 발라드, 04:25
그대라는 시, 태연 (TAEYEON), 밍지션, 지훈 & 박세준, 밍지션, 73073063, 55455, 2019.07.21, 냠냠엔터테인먼트, Dreamus, OST / 드라마, 03:30
떠나보낼 준비해 둘걸 그랬어, 임한별, 박강일, 박강일, 박강일 & 김태영 & 김규범, 1445391, 2326, 2022.10.18, 오늘의 선곡, 카카오엔터테인먼트, 가요 / 발라드, 03:57
봄 to 러브, 10CM, 이승주 & 최인환, 지훈, 이승주, 6642405, 8346, 2022.04.23, 냠냠엔터테인먼트, 지니뮤직 &  Stone Music Entertainment, OST / 드라마, 03:33
어른, Sondia, 박성일, 서동성 & 이치훈, 박성일 & 엉클샘, 37407074, 48746, 2018.03.29, Stone Music Entertainment, 지니뮤직, OST / 드라마, 04:19
그때로 돌아가, 로이킴, 로이킴, 로이킴, 강화성, 1001766, 2381, 2022.10.25, WAKEONE, 지니뮤직 &  Stone Music Entertainment, 가요 / 발라드, 03:54
진심이었던 사람만 바보가 돼, 권진아, 권진아, 권진아, 홍소진 & 권영찬, 919455, 2604, 2022.10.13, 안테나, 카카오엔터테인먼트, 가요 / 발라드, 04:26
어푸 (Ah puh), 아이유 (IU), 이찬혁 & PEEJAY, 아이유 (IU) & 이찬혁, PEEJAY, 27444559, 26044, 2021.03.25, EDAM엔터테인먼트, 카카오엔터테인먼트, 가요 / 댄스, 03:20
ILLELLA (일낼라), 마마무 (Mamamoo), Dokkun (김도훈) & 강지원 & 문별 (마마무) & Inner Child (MonoTree), Dokkun (김도훈) & 강지원 & 코스믹 걸 (Cosmic Girl) & 문별 (마마무) & Inner Child (MonoTree), 강지원, 886854, 2085, 2022.10.11, (주)RBW, 카카오엔터테인먼트, 가요 / 댄스, 02:46
VVS (Feat. JUSTHIS) (Prod. by GroovyRoom), 미란이 (Mirani) & 먼치맨 (MUNCHMAN) & Khundi Panda & 머쉬베놈 (MUSHVENOM), 저스디스 (JUSTHIS) & 그루비룸 (GroovyRoom) & 식케이 (Sik-K) & 미란이 (Mirani) & 먼치맨 (MUNCHMAN) & Khundi Panda & 머쉬베놈 (MUSHVENOM), , 그루비룸 (GroovyRoom) & 저스디스 (JUSTHIS) & 식케이 (Sik-K), 53736117, 44902, 2020.11.21, Stone Music Entertainment, 지니뮤직, 가요 / 랩/힙합, 05:35
운전만해 (We Ride), 브레이브걸스 (Brave girls), 용감한형제 & 마부스 (Maboos) & JS & 투챔프 (Alive Nation), 용감한형제 & 마부스 (Maboos), JS & 투챔프 (Alive Nation), 44150144, 32056, 2020.08.14, 브레이브엔터테인먼트 (BRAVE ENTERTAINMENT), 카카오엔터테인먼트, 가요 / 댄스, 03:10
잠이 오질 않네요, 장범준, 장범준, 장범준 & 박경구, 장범준 & 전영호 & 황인현 & 이규형, 53900284, 42934, 2020.10.24, ㈜버스커버스커, 카카오엔터테인먼트, 가요 / 발라드, 04:35
우린 어쩌다 헤어진 걸까, 허각, 빅가이로빈 (bigguyrobin), 양재선, 최상언 & 김홍준, 35591697, 24683, 2020.12.28, ㈜플레이엠엔터테인먼트, 카카오엔터테인먼트, 가요 / 발라드, 03:52
Life Goes On, 방탄소년단, PDOGG & RM & BLVSH & Chris James & Antonina Armato & SUGA & j-hope, PDOGG & RM & BLVSH & Chris James & Antonina Armato & SUGA & j-hope, , 52298657, 46139, 2020.11.20, BIGHIT MUSIC, YG PLUS, 가요 / 랩/힙합, 03:28
LOVE DAY (2021) (바른연애 길잡이 X 양요섭 정은지), 양요섭 & 정은지, 김건우, 김이나, DOKO (도코), 33765338, 29085, 2021.03.05, TOON STUDIO &  느을, 카카오엔터테인먼트, 가요 / 댄스, 04:18
이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM), 10CM, 손박사 & 윤토벤 (YounToven) & ian, 윤토벤 (YounToven) & 손박사 & ian, O.YEON & 박지환, 30109824, 24183, 2021.01.24, TOON STUDIO &  느을, 카카오엔터테인먼트, 가요 / 발라드, 03:08
힘든 건 사랑이 아니다, 임창정, 임창정 & 멧돼지 & 늑대, 임창정, 멧돼지 & 늑대 & RikaC, 39226155, 28933, 2020.10.19, YES IM ENTERTAINMENT, 카카오엔터테인먼트, 가요 / 발라드, 04:29
Dolphin, 오마이걸 (OH MY GIRL), Ryan S. Jhun & Celine Svanback & Chloe Latimer & Jeppe London & Lauritz Christiansen, 서정아, Ryan S. Jhun & Celine Svanback & Chloe Latimer & Jeppe London & Lauritz Christiansen, 63321967, 47206, 2020.04.27, WM Entertainment, Sony Music, 가요 / 댄스, 02:57
상상더하기, 라붐 (LABOUM), , , , 37809321, 33285, 2016.04.06, Beyond Music, Dreamus, 가요 / 댄스, 04:03
Coin, 아이유 (IU), Poptime & Kako & 아이유 (IU), 아이유 (IU), Poptime, 26184890, 22221, 2021.03.25, EDAM엔터테인먼트, 카카오엔터테인먼트, 가요 / R&B/소울, 03:13
치맛바람 (Chi Mat Ba Ram), 브레이브걸스 (Brave girls), 용감한형제 & 차쿤  & 레드쿠키, 용감한형제 & 차쿤, 레드쿠키, 28705647, 24215, 2021.06.17, 브레이브엔터테인먼트 (BRAVE ENTERTAINMENT), 카카오엔터테인먼트, 가요 / 댄스, 03:37
내 마음이 움찔했던 순간 (취향저격 그녀 X 규현), 규현 (KYUHYUN), 이기환, 이기환, 이기환, 47121264, 45704, 2020.08.23, TOON STUDIO &  느을, 카카오엔터테인먼트, 가요 / 발라드, 03:53
On The Ground, 로제 (ROSÉ), , , , 25715020, 27972, 2021.03.12, YG엔터테인먼트, YG PLUS, 가요 / 락, 02:48
나랑 같이 걸을래 (바른연애 길잡이 X 적재), 적재, DOKO (도코), DOKO (도코), DOKO (도코) & 사승호, 29554904, 28797, 2020.10.23, TOON STUDIO &  느을, 카카오엔터테인먼트, 가요 / 인디, 03:47
ASAP, STAYC (스테이씨), 블랙아이드필승 & 전군, 블랙아이드필승 & 전군, 라도, 29869555, 25123, 2021.04.08, HIGHUP ENTERTAINMENT, 카카오엔터테인먼트, 가요 / 댄스, 03:15
라라라, SG워너비, 조영수, 안영민, 조영수, 31133626, 22777, 2008.04.24, Stone Music Entertainment, 지니뮤직, 가요 / 발라드, 04:34
