곡 명, 아티스트, 작곡가, 작사가, 편곡자, 스트리밍 수, 좋아요 수, 발매시점, 기획사, 발매사, 장르, 재생시간
언제나 그대 내 곁에, SOLE (쏠), 송병준, 김현식, , 21717, 123, 2022.11.05, 스튜디오잼 &  (주)쇼플레이, 카카오엔터테인먼트, 가요 / 발라드, 04:03
그러니까 (Feat. AdelHard), magellan, AdelHard, 02:53, magellan, 208, , 2022.11.05, Luminant Entertainment, 주식회사 루미넌트엔터테인먼트, 가요 / 랩/힙합, 02:53
안전한 사람, 우주히피, 한국인, 한국인, 한국인, 4876, 35, 2022.11.05, 우주히피, 포크라노스, 가요 / 인디, 03:11
문득, 빅브로, Graviton (그래비톤) & 조윤정, Graviton (그래비톤) & 한글쟁이, 김주찬, 482, 9, 2022.11.05, ㈜정글메이커, YG PLUS, 가요 / 발라드, 03:34
Deja Vu (Feat. OXYNOVA), DaNTe' (단테), DaNTe' (단테) & OXYNOVA, 03:06, DaNTe' (단테) & OXYNOVA & pilotkid, 4307, 20, 2022.11.05, 다이너스티 뮤직, YG PLUS, 가요 / R&B/소울, 03:06
Dear Myself, 지영남, 지영남 & 황성범, 지영남, 황성범, 213, 3, 2022.11.05, TOV MUSIC, 주식회사 루미넌트엔터테인먼트, 가요 / R&B/소울, 03:59
Aghori, Gatteka, , , , 51, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:38
???, Big Smoke, , , , 30, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 랩/힙합, 01:51
Spank Ur Hide, Aye Marie, , , , 30, , 2022.11.07, Aye Marie, FUGA, POP / 랩/힙합, 04:03
4You, Shiiva Raw, , , , 29, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 랩/힙합, 02:12
Dreaming, Jackleson, , , , 30, , 2022.11.07, Jackleson, FUGA, POP / 일렉트로니카, 01:54
Feki Tah (Feat. Lala), Dabaseh, , , , 33, , 2022.11.07, Dabaseh, FUGA, POP / 팝, 03:13
Wonderous, Media Tracks, , , , 26, , 2022.11.07, Media Tracks, FUGA, POP / 팝, 02:40
SOULMATE, MOMMA'S DISAPPOINTMENT, , , , 17, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 팝, 03:34
Deep Memory, KosMat & Lex-Stalker, , , , 20, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:22
PEOPLE CRIED, NO NXME, , , , 16, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 랩/힙합, 01:42
PIZDA GXNKA, DXRKA, , , , 15, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 랩/힙합, 01:41
NECROLITE, danonbit, , , , 13, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 02:05
Moon light, $xMxN|HxMxKx, , , , 13, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:12
NEW GENERATION, NXW ERX, , , , 12, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 일렉트로니카, 03:17
SOUL RUPTURE, escrxlly, , , , 11, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 락, 01:58
Don't Steal Because The Government Hates Competition, Antimaniax, , , , 9, , 2022.11.07, Antimaniax, FUGA, POP / 팝, 02:52
end of the night (remastered), escrxlly, , , , 8, , 2022.11.07, RUMEDIA.IO, FUGA, POP / 락, 03:59
Dara (Acoustic), Sofyan Nury17, , , , 6, , 2022.11.07, Sofyan Nury17, FUGA, POP / 팝, 04:46
Tentang Cinta, Aldebaran, , , , 10, , 2022.11.07, Aldebaran, FUGA, POP / 팝, 04:22
Kosong Tujuh, EFAP, , , , 6, , 2022.11.07, EFAP, FUGA, POP / 팝, 04:20
New Normal, Aldy Jahya, , , , 8, , 2022.11.07, Aldy Jahya, FUGA, POP / 일렉트로니카, 02:47
An Underrated Masterpiece, Lampion Music Art, , , , 7, , 2022.11.07, Lampion Music Art, FUGA, POP / R&B/소울, 04:29
Dj Little do You Know Melody Slow, DJ VIIX, , , , 5, , 2022.11.07, DJ VIIX, FUGA, POP / 일렉트로니카, 02:58
Atlas, 7187, , , , 5, , 2022.11.07, 7187, FUGA, POP / 팝, 04:04
Mundo Girou Ins, TIMOR AUDIO LIBARY, , , , 4, , 2022.11.07, TIMOR AUDIO LIBARY, FUGA, POP / 락, 04:23
Ai Panarai Ins, TIMOR AUDIO LIBARY, , , , 3, , 2022.11.07, TIMOR AUDIO LIBARY, FUGA, POP / 락, 04:04
Milo Milo Ins, TIMOR AUDIO LIBARY, , , , 3, , 2022.11.07, TIMOR AUDIO LIBARY, FUGA, POP / 락, 04:11
Nonton Kethoprak, jarepetruk, , , , 3, , 2022.11.07, Jarepetruk, FUGA, POP / 랩/힙합, 01:31
Teraenyum, V3Rindu band, , , , 3, , 2022.11.07, V3Rindu Band, FUGA, POP / 팝, 04:07
Beat One, DJ SHELBY, , , , 6, , 2022.11.07, DJ SHELBY, FUGA, POP / 랩/힙합, 00:56
Blocked in Dm, Baby 4kira, , , , 3, , 2022.11.07, Baby 4kira, FUGA, POP / 랩/힙합, 01:23
Como Yo Te Quiero a Ti, Angelo, , , , 4, , 2022.11.07, Angelo, FUGA, POP / 월드뮤직, 02:17
Rainbow Friends of Mine (Piano Ver.), NPT Music, , , , 2, , 2022.11.07, HM Pearl Productions, FUGA, POP / 중국음악, 01:17
Wash Voice Over, Kobid, , , , 2, , 2022.11.07, Kobid, FUGA, POP / 락, 03:00
Fluite Compres, Kobid, , , , 3, , 2022.11.07, Kobid, FUGA, POP / 락, 03:17
Fast Tempo 2, Kobid, , , , 2, , 2022.11.07, Kobid, FUGA, POP / 락, 02:21
Event Plant, Kobid, , , , 2, , 2022.11.07, Kobid, FUGA, POP / 락, 03:00
Cutter Bone, Kobid, , , , 2, , 2022.11.07, Kobid, FUGA, POP / 락, 02:59
Six Strings, Kobid, , , , 1, , 2022.11.07, Kobid, FUGA, POP / 락, 03:24
Sensualiza pra Mim, MC Moranguin, , , , 3, , 2022.11.07, MC Moranguin, FUGA, POP / R&B/소울, 02:02
Senta Aqui Gostosa (Speed) (Remix), MC Moranguin, , , , 5, , 2022.11.07, MC Moranguin, FUGA, POP / R&B/소울, 02:40
Fade (Acoustic Demo), Crystal Organza, , , , 2, , 2022.11.07, Sonder House, FUGA, POP / 블루스/포크/컨트리, 03:22
Beijoqueiro Pegador, MANOEL PEDRO, , , , 1, , 2022.11.07, MANOEL PEDRO, FUGA, POP / 팝, 02:58
Early Morning, Tipsandbeats, , , , 2, , 2022.11.07, Tipsandbeats LLC, FUGA, POP / R&B/소울, 03:25
POWER, NstBeats, , , , 3, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:32
ILLUSION, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:35
FLAME, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:49
UFO, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:28
MALA, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:53
LIGHT, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:26
My best no more, Tipsandbeats, , , , 2, , 2022.11.07, Tipsandbeats LLC, FUGA, POP / R&B/소울, 03:10
GOLD, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 03:22
FOX, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 03:09
FUTURE, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:57
DREAM, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:30
SUNRISE, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:19
TRIP, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:33
VIVID, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:33
LITE, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:57
MIDNIGHT, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:37
LOST SOUL, NstBeats, , , , 3, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:28
RED SKY, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:19
TROUBLE, NstBeats, , , , 3, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 03:07
Making waves not slaves, Tipsandbeats, , , , 3, , 2022.11.07, Tipsandbeats LLC, FUGA, POP / 팝, 03:25
Room Service, KrissiO, , , , 1, , 2022.11.07, KrissiO, FUGA, POP / 랩/힙합, 03:01
EMPIRE, NstBeats, , , , 1, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:23
FIRE, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:38
FREEDOM, NstBeats, , , , 2, , 2022.11.07, NST Sound, FUGA, POP / 랩/힙합, 02:19
Exist, Jem The Alchemist, , , , 2, , 2022.11.07, Jem The Alchemist, FUGA, POP / 팝, 03:37
FEAR, Benni Beats, , , , 1, , 2022.11.07, Benni Beats, FUGA, POP / 랩/힙합, 01:44
bury me alive (Feat. dreamcache), Ashes, , , , 5, , 2022.11.07, Cleopatra Records, 오차드, POP / 일렉트로니카, 01:41
Tuzna Prica, Onaj Lik, , , , 3, , 2022.11.07, Hot Place, 오차드, POP / 랩/힙합, 03:35
Život človeka, I.M.T. Smile, , , , 3, , 2022.11.07, Universal Music s.r.o., Universal Music, POP / 팝, 04:31
Kaarigai, Orga & Shane Extreme, , , , 3, , 2022.11.07, Vocagenie Studio, Universal Music, POP / 월드뮤직, 03:38
One Step, ONE PROMISE, , , , 1, , 2022.11.07, Universal Music Ltd., Universal Music, POP / 팝, 03:49
Bb Salina, Smurxa, , , , 2, , 2022.11.07, Universal Music MENA, Universal Music, POP / 랩/힙합, 02:44
Hawwa, Yara Korkomaz, , , , 1, , 2022.11.07, Universal Music MENA, Universal Music, POP / 팝, 02:10
Bella ciao (Balkan Ver.), Tyzee, , , , 1, , 2022.11.07, Balkaton, Universal Music, POP / 팝, 05:31
No One Knows, Gulzaar Chhaniwala, , , , 2, , 2022.11.07, Universal Music India Pvt. Ltd., Universal Music, POP / 월드뮤직, 03:12
Soch (Feat. Sanchi), Ramil Ganjoo, , , , 2, , 2022.11.07, Universal Music India Pvt. Ltd., Universal Music, POP / 월드뮤직, 03:29
Offline, Avitesh Shrivastav, , , , 22, , 2022.11.07, Krysstal24 Music, Ingrooves Music Group, POP / 팝, 03:24
You Are What You Is, Ziggy Pop, , , , 2, , 2022.11.07, Annellssongs, 오차드, POP / 랩/힙합, 04:11
Shabdma Samay Nahi, SRMD Bhakti, , , , 3, , 2022.11.07, Shrimad Rajchandra Mission Dharampur, 오차드, POP / 월드뮤직, 05:45
Den Prochorao, Alchimistes, , , , 0, , 2022.11.07, Poly Music, 오차드, POP / 월드뮤직, 03:32
Sloboda mica, Profesional Crew, , , , 2, , 2022.11.07, Hot Place, 오차드, POP / 랩/힙합, 04:16
To Vals Tis Pistis, Periklis Kipreos, , , , 1, , 2022.11.07, Ogdoo Music Group, 오차드, POP / 월드뮤직, 04:32
No long Goodbyes, Tipsandbeats, , , , 1, , 2022.11.07, Tipsandbeats LLC, FUGA, POP / 팝, 03:18
Bad Rabbit, brokelegging, , , , 0, , 2022.11.07, Brokelegging, FUGA, POP / 블루스/포크/컨트리, 01:38
Never Trust, Surinder, , , , 1, , 2022.11.07, Surinder Kumar, FUGA, POP / 블루스/포크/컨트리, 01:47
Yma o Hyd Cwpan y Byd, Dafydd Iwan ac Ar Log, , , , 0, , 2022.11.07, Sain (Recordiau) Cyf, 오차드, POP / 팝, 04:31
De Tu Mano, Canciona, , , , 1, , 2022.11.07, Tu Canción En Spotify, 오차드, POP / 락, 03:19
Omerta, Goldenz Beatmaker, , , , 0, , 2022.11.07, GoldenZ Records, FUGA, POP / 랩/힙합, 03:23
Lazers, Fewtile, , , , 1, , 2022.11.07, Warner Chappell, FUGA, POP / 랩/힙합, 02:22
Quiereme, Ese Oni, , , , 0, , 2022.11.07, Ese Oni, FUGA, POP / 월드뮤직, 03:40
cold coffee, Honey & Badger, , , , 1, , 2022.11.07, Honeybadgers, FUGA, POP / 랩/힙합, 02:19
Loaded, Vast on the track, , , , 2, , 2022.11.07, 808 CULTURE, FUGA, POP / 랩/힙합, 04:06
Atlantis, 7osma, , , , 1, , 2022.11.07, Not Yet Pop-Pop, FUGA, POP / 락, 02:45
4 LOVE, Vast on the track, , , , 0, , 2022.11.07, 808 CULTURE, FUGA, POP / R&B/소울, 04:32
Heart Break, S8, , , , 1, , 2022.11.07, S8, FUGA, POP / 랩/힙합, 03:26
Glitchy, BLACKHOLE, , , , 1, , 2022.11.07, BLACKHOLE, FUGA, POP / 랩/힙합, 02:48
Disappointment, Vast on the track, , , , 1, , 2022.11.07, 808 CULTURE, FUGA, POP / 랩/힙합, 03:19
All Money In, Dope Money, , , , 0, , 2022.11.07, Dope Money Music, FUGA, POP / 랩/힙합, 02:48
Cull, Savage Existence, , , , 1, , 2022.11.07, Rivet Records, 오차드, POP / 락, 04:32
Lisabon, Dzoker, , , , 0, , 2022.11.07, Hot Place, 오차드, POP / 랩/힙합, 04:06
Si Me Dices Que Si, Sol Cuevas, , , , 0, , 2022.11.07, Gproductionsmty, 오차드, POP / 월드뮤직, 02:45
First Game, Air J, , , , 0, , 2022.11.07, Air J Prod, FUGA, POP / 랩/힙합, 02:49
Hujan, INVICTUS ALTERNATIVE, , , , 1, , 2022.11.07, INVICTUS ALTERNATIVE, FUGA, POP / 락, 04:56
TIOR Sequence 1 (Feat. Eric Harland), Only Ruin, , , , 7, , 2022.11.07, Soulspazm Records Inc, The NIF Music, POP / 일렉트로니카, 09:01
Lost In The Stars (Feat. Jaime Deraz), Theodor Rosenberg & VOWED, , , , 11, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:22
Forever In My Mind (Feat. LPW), Madism, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:33
Safe And Sound (Braaheim & Boehm Remix), Kav Verhouzer, , , , 9, 1, 2022.11.07, Soave Sandcastle, Evenfall Music, POP / 일렉트로니카, 02:37
Not Afraid (Feat. Margret), Jako Diaz, , , , 8, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 03:27
Misty, Vasas flora och fauna, , , , 1, , 2022.11.07, Playground Music, NHN벅스, POP / 팝, 03:46
In My Head, J R & Harddope & Flapjax, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:54
ALL UP IN MY HEAD, Darkowa, , , , 2, , 2022.11.07, Playground Music, NHN벅스, POP / 팝, 02:53
Night Dance, Marion Raven, , , , 2, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:57
Hurts Too Bad, Edward Snellen & BRACKET MUSIC, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:40
I Should Stop, Marion Raven, , , , 1, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 03:09
Flower Love Blooms, Marion Raven, , , , 1, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:44
Golden, Marcqui Blvck, , , , 0, , 2022.11.07, Blvckrtistry Records, 오차드, POP / 랩/힙합, 03:13
Horse Martial Arts, Marion Raven, , , , 1, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:41
I Left You with You, Marion Raven, , , , 1, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:54
Time of the Season, Modern Talking, , , , 12, 4, 2022.11.07, Modern Talking, 오차드, POP / 팝, 03:17
Dawn Comes to You, Marion Raven, , , , 1, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 03:11
Music in the Battlefield, Marion Raven, , , , 1, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:43
Good Morning, Marion Raven, , , , 2, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:53
Man's Tear, Marion Raven, , , , 0, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 04:26
Happy, Marion Raven, , , , 0, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:52
B25-at Two, Marion Raven, , , , 0, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 03:01
Grateful, Marion Raven, , , , 0, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:41
Prairie Song, Marion Raven, , , , 0, , 2022.11.07, Marion Raven, 오차드, POP / 팝, 02:36
Needu2needme, CTH & Fini, , , , 9, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:37
Ganti Gaya, Deria, , , , 0, , 2022.11.07, Yayan, FUGA, POP / 락, 01:24
Replay, Bloome, , , , 13, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:37
Moscow Mule, Blaikz & No ExpressioN & Paul Keen, , , , 8, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 03:30
Don't Be Good Be Great (Feat. Adanita Ross & Erv Ford & Masta Ace), Wordsworth & Kelzwiththaheat, , , , 0, , 2022.11.07, Soulspazm Records Inc, The NIF Music, POP / 랩/힙합, 04:17
More Than A Woman, TWOPILOTS & Yann Muller, , , , 51, , 2022.11.07, Soave Records, Evenfall Music, POP / 일렉트로니카, 02:46
Rindu Yang Mengganggu, Diky triatmojo, , , , 0, , 2022.11.07, Diky Triatmojo, FUGA, POP / 팝, 04:07
Can't Find A Way, Steady Holiday, , , , 1, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 팝, 03:26
GOLDEN GIRL, Sonja Midtune, , , , 1, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 팝, 03:18
IN THE FIELD (Feat. cashvienn), SBN27BBY, , , , 1, , 2022.11.07, MOVEINTHEAM, FUGA, POP / 랩/힙합, 02:05
Monsoon Lullaby, skyswimming & Brxvs, , , , 0, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 랩/힙합, 02:34
19금
					
					Dahmer Flow, RALAN STYLES, , , , 0, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 랩/힙합, 02:07
Summer Snow, No Spirit & Sátyr, , , , 1, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 랩/힙합, 02:41
Forgotten Lands, Louk, , , , 0, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 랩/힙합, 02:26
whatever it is, Linearwave, , , , 1, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 랩/힙합, 00:57
Through The Looking Glass, lightheart & Anton & delaney., , , , 0, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 랩/힙합, 02:41
Dinner's Ready, Fell Runner, , , , 1, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 락, 02:24
Offshores, Koresma, , , , 0, , 2022.11.07, 리웨이뮤직앤미디어, (주)리웨이뮤직앤미디어, POP / 랩/힙합, 04:23
Vibes, Yvng Swag, , , , 4, , 2022.11.07, YvngSwag &  Ncredible Entertainment, FUGA, POP / 랩/힙합, 02:44
Ever, Soihad, , , , 30, , 2022.11.07, RUMEDIA.IO, FUGA, OST / 전체, 01:36
Yeh Ek Zindagi, Achint & Mikey McCleary, , , , 27, , 2022.11.07, Sony Music Entertainment India Pvt. Ltd. &  Netflix Music Inc., Sony Music, OST / 전체, 03:39
그래 사랑이야, 송유빈, 김세진 & 한밤 (Midnight), 김세진 & 가들, 김세진 & 한밤 (Midnight), 3633, 40, 2022.11.07, 플렉스엠, 카카오엔터테인먼트, OST / 드라마, 03:57
Are We Alone, Atomica Music, , , , 18, , 2022.11.07, Atomica Music, FUGA, OST / 전체, 01:33
For Leah, Anne Muller, , , , 11, , 2022.11.07, Erased Tapes Music, (주)씨앤엘뮤직, OST / 해외영화, 03:13
Assassin's Creed Mirage : Into the Light (From the Cinematic World Premiere), Brendan Angelides & Assassin's Creed, , , , 9, , 2022.11.07, Ubisoft Music, (주)씨앤엘뮤직, OST / 애니메이션/게임, 03:40
Super Hero Maskuma, Maskuma (CV : Tomoko Kaneda), , , , 12, , 2022.11.06, Lantis, 워너뮤직, OST / 애니메이션/게임, 03:38
Ant-Man 3 (Quantumania) - Goodbye Yellow Brick Road (Trailer Ver.), Krutikov Music, , , , 73, , 2022.11.06, HM Krutikov Music, FUGA, OST / 전체, 02:26
잊는다고 잊혀지는 너라면, 란 (Ran), 필승불패 & 리디아 (Lydia) & 이주용, 필승불패 & 리디아 (Lydia), 이주용, 6869, 35, 2022.11.06, 더하기미디어, ㈜다날엔터테인먼트, OST / 드라마, 03:26
Allagin, Carlsn, , , , 43, 1, 2022.11.06, Ak Tape 65, FUGA, OST / 전체, 03:52
Wicked, Stalker 591, , , , 28, , 2022.11.06, Ak Tape 65, FUGA, OST / 전체, 02:05
Guitar Loneliness and Blue Planet, kessoku band, , , , 74, , 2022.11.06, Aniplex Inc., Sony Music, OST / 애니메이션/게임, 03:49
Your Story (Step Up : Season 3 Original Soundtrack), Terrence Green & Christina Milian, , , , 40, , 2022.11.06, Lions Gate Records, Ingrooves Music Group, OST / 전체, 02:16
Black Adam Theme (Epic Ver.), Krutikov Music, , , , 126, 1, 2022.11.05, HM Krutikov Music, FUGA, OST / 전체, 03:16
House of the Dragon - The Crown of Jaehaerys (Epic Ver.), L' Orchestra Cinematique, , , , 87, , 2022.11.05, HM Chapel Music, FUGA, OST / 전체, 03:25
오밋, Michael Choi, , Michael Choi, , 96, 1, 2022.11.05, 마이클 최 스튜디오, 뮤직앤뉴, OST / 한국영화, 00:37
끝까지 나는 가 (웹툰 '생존로그 X 영둥이'), 영둥이, 영둥이 & Tmlm, 영둥이, Tmlm & 병욱, 2888, 9, 2022.11.05, 영둥이, 우조엔터테인먼트, OST / 전체, 02:33
All Right, 플로라 (FLORA), 김문성 & 인우, 인우 & 김문성 & 소하 & 제이시즌, 김문성 & 인우, 4354, 37, 2022.11.05, 뮤직레시피 &  디스튜디오, ㈜다날엔터테인먼트, OST / 드라마, 03:15
소식도 없는 너를 기다려, 윤태화, 필승불패 & 육상희 & 이주용, 필승불패 & 육상희, 이주용, 3812, 24, 2022.11.05, 요구르트 스튜디오, ㈜다날엔터테인먼트, OST / 전체, 03:43
별 헤는 밤, 이민혁, JOZU (죠즈) & 김승준 & 한아영, JOZU (죠즈) & 한아영 & 김승준, 김승준 & 한아영, 12369, 98, 2022.11.05, 파괴연구소 &  프리즘필터, 카카오엔터테인먼트, OST / 전체, 03:46
Only You, 소유 (SOYOU), Psycho Tension (신용수 & DOO & 정성민), Psycho Tension (신용수 & DOO), Psycho Tension (DOO & 김종헌 & 정성민), 24849, 172, 2022.11.05, SLL, 워너뮤직/ADA, OST / 드라마, 03:39
Alive, ReoNa, , , , 151, 2, 2022.11.05, Sony Music Labels Inc., Sony Music, OST / 애니메이션/게임, 04:19
Hanya Dalam Kenangan, kabayan, , , , 5, , 2022.11.04, Kabayan, FUGA, OST / 전체, 04:05
Tumi Aamar (Shudu Tumi Shudu Ami), Ahmed Imtiaz Bulbul & Andrew Kishore & Shakila Zafar, , , , 76, , 2022.11.04, Sony Music India &  550 Music, Sony Music, OST / 전체, 05:21
Love You So Much (From 'Monica O My Darling') (I Want to Kill You), Achint & Sarita Vaz, , , , 120, , 2022.11.04, Sony Music Entertainment India Pvt. Ltd. &  Netflix Music Inc., Sony Music, OST / 전체, 02:24
STILLE REBELLINNEN (1), Ulrike Haage, , , , 80, , 2022.11.04, Blue Pearls Music, 오차드, OST / 전체, 06:55
BATTLE JUNKIE'S METAL, Michiru & Yuria Miyazono, , , , 86, , 2022.11.04, 제이박스엔터테인먼트, NHN벅스, OST / 애니메이션/게임, 01:57
Broken Wings ('걸스 인 더 케이지' OST Part3), Safira.K (사피라 K), 강민국 & 국동호 & Safira.K (사피라 K) & 박서현 (Psycho Tension), Safira.K (사피라 K), 강민국 & 국동호, 245, 2, 2022.11.04, ㈜스튜디오 모, 뮤직앤뉴, OST / 드라마, 03:16
Meet you, 손윤경, WillCome, WillCome, WillCome & WonO, 379, 2, 2022.11.04, 로빈엔터테인먼트, 주식회사 블렌딩, OST / 드라마, 03:04
